age,monthlyincome,totalworkingyears,percentsalaryhike,distancefromhome,yearsatcompany,numcompaniesworked,yearswithcurrmanager,yearssincelastpromotion,trainingtimeslastyear,environmentsatisfaction_1.0,maritalstatus_Single,jobsatisfaction_1.0,businesstravel_Travel_Frequently,worklifebalance_3.0,educationfield_Life Sciences,environmentsatisfaction_4.0,jobsatisfaction_4.0,worklifebalance_1.0,environmentsatisfaction_3.0,jobsatisfaction_2.0,resignationreason_no aplica,department_Human Resources,retirementtype_no aplica,retirementtype_Resignation,businesstravel_Non-Travel,educationfield_Human Resources
32,69290,10.0,20,15,8,9.0,7,7,6,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0
34,96130,16.0,12,6,15,0.0,9,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
59,56740,14.0,12,5,6,3.0,4,0,6,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0
45,54840,6.0,20,16,6,1.0,4,0,6,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
53,120610,30.0,20,8,15,2.0,12,6,2,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0
36,56600,9.0,12,7,1,7.0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
26,48210,6.0,14,2,3,6.0,2,1,2,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
34,64100,1.0,13,2,1,1.0,0,0,5,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
28,52100,1.0,15,10,1,1.0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
38,26950,8.0,14,9,2,3.0,2,2,4,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
50,118780,29.0,13,5,8,2.0,7,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
37,170680,8.0,23,1,4,3.0,1,0,6,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
40,24550,8.0,15,2,7,1.0,5,7,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
26,139640,5.0,11,3,5,1.0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
46,49410,23.0,13,2,2,9.0,2,2,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
54,24780,13.0,11,5,9,6.0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
56,52280,18.0,11,1,5,2.0,3,0,4,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
36,44780,15.0,18,4,14,0.0,8,7,3,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
55,75470,31.0,16,2,9,7.0,2,6,2,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
43,50550,18.0,22,25,1,5.0,0,0,2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
20,34640,2.0,20,8,2,1.0,2,0,3,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
21,57750,1.0,18,1,1,1.0,0,1,2,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
46,89430,19.0,12,12,16,8.0,7,1,6,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
51,192720,18.0,20,23,10,9.0,7,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
28,52380,10.0,17,19,10,1.0,9,1,4,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
26,46820,6.0,11,5,5,1.0,3,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
30,183000,7.0,14,8,6,0.0,2,0,6,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
41,52570,10.0,14,1,10,1.0,8,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
38,63490,20.0,11,5,19,0.0,9,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
40,48690,14.0,12,1,11,4.0,1,11,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
27,99850,3.0,14,11,3,1.0,2,1,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
55,36970,23.0,13,23,3,3.0,2,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0
28,74570,10.0,11,1,8,3.0,7,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
44,21190,24.0,15,18,20,9.0,6,3,3,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
33,39830,9.0,12,23,3,4.0,2,1,3,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
35,61180,9.0,21,7,8,0.0,7,4,3,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
33,62140,14.0,19,1,13,1.0,8,3,3,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0
28,63470,4.0,15,1,4,1.0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
34,115100,7.0,14,29,6,0.0,4,0,5,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
37,71430,8.0,21,7,1,2.0,0,0,6,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
25,82680,7.0,12,25,7,1.0,6,5,3,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
26,80950,1.0,15,8,1,1.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33,29040,5.0,13,8,2,4.0,2,2,2,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
42,60320,23.0,14,11,22,0.0,7,13,2,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0
28,29760,1.0,14,7,1,1.0,0,0,3,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0
50,159920,5.0,14,1,0,3.0,0,0,3,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
33,46490,4.0,12,9,3,0.0,2,0,2,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
34,26960,6.0,23,1,0,3.0,0,0,3,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
48,23700,27.0,11,2,5,2.0,1,2,3,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0
45,125040,15.0,12,1,15,1.0,12,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
52,59740,18.0,18,1,8,7.0,0,4,6,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
38,47360,9.0,11,6,8,0.0,7,2,3,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
29,52960,11.0,14,8,7,4.0,7,1,3,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
28,67810,10.0,15,1,9,0.0,7,1,2,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1
46,21740,23.0,11,6,12,3.0,9,4,3,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
38,66530,10.0,20,7,1,7.0,0,0,2,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
43,96990,18.0,19,5,8,8.0,1,0,3,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
39,67550,21.0,14,1,18,7.0,5,11,2,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
40,22130,21.0,17,1,20,1.0,9,4,4,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
21,26100,2.0,11,1,2,1.0,2,2,3,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
39,28510,9.0,15,6,5,9.0,3,0,2,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
36,34520,18.0,13,1,11,2.0,9,0,4,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
31,52580,3.0,14,7,2,0.0,2,2,5,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0
28,93550,6.0,11,2,5,0.0,4,0,4,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
35,104960,5.0,13,9,5,1.0,2,0,2,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
49,63800,22.0,23,2,9,6.0,3,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
34,26570,5.0,13,9,3,2.0,2,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
29,27160,8.0,18,1,7,0.0,1,1,2,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
42,22010,16.0,12,21,1,4.0,0,0,3,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
29,65400,10.0,22,4,10,1.0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
38,38160,7.0,13,1,7,1.0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
28,52530,3.0,15,6,3,1.0,2,0,2,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0
18,109650,0.0,18,2,0,1.0,0,0,5,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
33,49360,6.0,14,3,5,0.0,3,0,2,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
41,25430,6.0,12,4,1,3.0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
31,53040,2.0,17,10,2,1.0,2,2,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
37,166590,9.0,16,23,6,7.0,3,1,2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
27,42600,4.0,11,6,4,1.0,2,2,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
34,24760,6.0,19,1,6,1.0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
35,31020,6.0,13,6,5,1.0,4,1,3,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0
29,22440,11.0,12,6,11,1.0,10,3,5,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
40,75960,20.0,11,2,18,9.0,13,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
42,22850,22.0,16,2,21,0.0,14,13,3,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
42,30340,9.0,21,1,6,7.0,5,1,3,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
35,57150,10.0,24,5,8,6.0,7,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
24,25760,6.0,17,7,4,8.0,2,1,3,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
28,41970,1.0,13,15,1,1.0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
26,143360,8.0,21,1,8,1.0,7,0,3,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
30,34480,10.0,11,7,10,1.0,4,1,3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
40,194060,16.0,20,26,1,3.0,0,0,2,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0
35,65380,15.0,16,18,7,2.0,4,6,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
34,43060,14.0,11,6,13,0.0,9,4,2,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
35,22580,2.0,11,3,2,1.0,2,2,2,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
43,45220,7.0,15,5,4,8.0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
32,44870,1.0,11,11,1,1.0,0,0,5,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0
56,44490,28.0,15,3,5,1.0,2,4,3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
29,22180,10.0,24,26,10,1.0,8,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
19,191970,1.0,12,23,1,1.0,0,0,2,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
45,132120,7.0,13,22,3,4.0,2,0,4,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
37,65770,14.0,13,14,14,1.0,11,3,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
20,83920,2.0,17,6,2,1.0,2,1,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
44,45580,6.0,13,6,6,1.0,2,0,2,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1
53,40310,26.0,12,6,7,3.0,7,4,3,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
29,79690,6.0,14,23,5,0.0,3,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
22,26540,1.0,24,22,0,0.0,0,0,5,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
46,165550,28.0,14,2,26,8.0,9,15,4,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
44,45560,6.0,13,20,0,2.0,0,0,4,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0
33,60910,5.0,15,28,5,1.0,4,1,6,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
41,195660,5.0,16,12,1,6.0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
30,48100,8.0,18,20,4,8.0,3,0,3,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
40,45230,5.0,16,9,0,5.0,0,0,5,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
50,32020,32.0,24,25,2,2.0,2,2,2,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0
28,23510,6.0,16,6,6,1.0,3,3,4,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
46,17020,25.0,21,8,4,5.0,3,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
35,180410,15.0,20,4,7,3.0,7,1,3,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
24,28860,1.0,19,28,1,1.0,0,0,5,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1
33,20970,10.0,14,9,10,1.0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
36,119350,7.0,11,9,7,1.0,7,1,6,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
30,25460,10.0,14,29,10,1.0,9,8,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
44,25640,20.0,12,3,20,1.0,17,13,3,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
20,84120,2.0,13,18,2,1.0,2,2,2,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
46,141180,12.0,22,9,6,2.0,4,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
42,170460,10.0,11,5,4,7.0,3,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
60,25640,12.0,14,2,11,0.0,9,1,3,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
32,102660,2.0,11,10,2,1.0,2,2,3,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0
32,50700,10.0,12,9,8,4.0,7,0,6,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0
36,178610,17.0,18,3,7,2.0,7,7,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
33,42300,15.0,12,26,14,0.0,10,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
40,37800,7.0,12,1,5,7.0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
25,27680,5.0,22,6,4,0.0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
30,90710,12.0,19,9,11,0.0,7,5,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
42,106480,20.0,13,8,1,3.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
35,136100,16.0,22,1,13,4.0,12,4,4,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
27,34080,9.0,24,7,9,1.0,8,6,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
54,29830,33.0,14,9,5,7.0,4,1,2,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
44,76320,10.0,21,4,10,1.0,7,7,3,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
19,98240,1.0,18,2,1,1.0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
29,99500,3.0,20,19,3,1.0,2,1,3,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
54,20930,36.0,19,9,10,3.0,9,0,2,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
31,99800,6.0,12,21,6,1.0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
31,38940,10.0,12,24,10,1.0,8,1,3,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
59,40510,13.0,16,3,6,5.0,5,0,3,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
43,168350,25.0,17,11,8,3.0,7,0,3,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
49,62300,23.0,14,14,1,2.0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
36,47170,12.0,19,5,11,1.0,7,0,3,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
48,132370,7.0,13,1,1,5.0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
27,37550,5.0,19,6,5,1.0,3,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
29,65820,6.0,19,17,6,1.0,0,1,3,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
48,74060,25.0,14,1,1,6.0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
29,48050,9.0,16,3,7,3.0,7,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
34,27410,2.0,15,9,1,0.0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
44,42620,26.0,18,4,22,7.0,10,3,2,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
33,161840,10.0,13,8,9,0.0,8,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
19,115570,1.0,22,2,1,1.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
23,18780,1.0,13,2,1,1.0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
25,109320,1.0,11,1,1,1.0,0,1,3,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0
26,68110,8.0,11,9,8,1.0,2,2,4,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
45,43060,26.0,11,12,24,2.0,11,1,3,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1
55,48590,34.0,24,27,33,1.0,0,15,3,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0
21,53370,2.0,14,20,2,1.0,2,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
46,23400,26.0,13,1,11,2.0,8,0,2,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
34,74910,4.0,14,13,3,0.0,2,0,3,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
51,105270,31.0,14,14,29,4.0,10,11,3,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
59,165950,25.0,21,4,9,6.0,4,5,2,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
34,88340,15.0,13,14,11,4.0,10,5,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0
28,55770,5.0,19,2,4,0.0,2,0,3,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
44,47070,26.0,17,3,25,1.0,13,14,4,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
34,24000,14.0,18,1,10,4.0,8,1,3,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0
35,98240,4.0,19,9,3,0.0,2,2,2,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
42,64470,18.0,13,23,1,6.0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
43,195020,23.0,18,7,21,3.0,17,15,3,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
36,27250,18.0,21,2,16,9.0,12,5,4,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
44,62720,10.0,19,21,10,1.0,5,0,3,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
28,21270,2.0,14,2,2,1.0,2,2,3,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0
51,182000,8.0,17,21,7,0.0,7,7,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
30,20960,10.0,11,2,8,7.0,7,1,2,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
29,28860,10.0,13,29,7,3.0,7,7,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
28,20330,5.0,15,1,3,2.0,2,1,5,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
25,36220,2.0,25,18,2,1.0,1,2,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
32,42330,10.0,11,10,10,1.0,8,0,5,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
45,36810,22.0,17,19,0,3.0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
39,54600,21.0,13,29,19,6.0,2,15,3,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
58,21870,2.0,18,27,2,1.0,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
32,96020,10.0,13,5,10,1.0,1,1,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
39,28360,6.0,20,18,5,0.0,3,0,3,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
30,40890,10.0,18,9,9,0.0,7,6,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
36,166270,10.0,12,1,7,3.0,7,1,5,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
46,26190,10.0,12,4,7,6.0,7,5,3,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
28,56790,10.0,13,1,9,0.0,5,7,2,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
50,154020,25.0,21,20,3,4.0,2,1,3,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
40,59850,9.0,13,8,5,2.0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
52,25790,10.0,19,3,8,9.0,7,7,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
30,30410,9.0,11,6,9,1.0,8,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
39,34470,9.0,14,26,8,0.0,7,1,5,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
31,195130,10.0,12,1,10,1.0,6,9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
41,27730,19.0,11,6,19,1.0,9,11,3,0,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0
31,71040,3.0,14,3,3,1.0,2,2,3,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0
44,63220,10.0,11,5,3,4.0,2,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
42,20830,21.0,12,4,20,0.0,10,2,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
55,83810,23.0,15,11,19,4.0,11,9,3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
56,26910,36.0,16,3,7,6.0,7,7,6,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
40,42860,6.0,15,1,4,9.0,0,0,6,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
34,26590,10.0,24,3,9,0.0,6,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
40,94340,9.0,13,4,9,1.0,8,8,3,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
41,55610,10.0,11,1,9,0.0,7,1,2,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
35,66460,9.0,13,1,9,1.0,1,1,2,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
51,77250,33.0,13,18,33,1.0,10,0,2,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0
38,107250,11.0,18,2,7,3.0,7,1,5,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
34,88470,10.0,16,4,10,1.0,6,9,3,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
25,20450,7.0,19,6,3,3.0,2,1,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0
58,10090,31.0,13,1,10,7.0,9,5,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
40,33480,7.0,22,14,4,3.0,3,0,2,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
36,12810,17.0,11,16,15,2.0,13,6,2,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
48,28190,11.0,20,2,10,1.0,8,0,2,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0
27,48510,5.0,18,2,1,8.0,0,0,2,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0
51,40280,29.0,14,4,5,3.0,3,0,3,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
18,27200,0.0,22,1,0,1.0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0
35,81200,10.0,13,1,9,0.0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0
27,46470,8.0,17,26,6,3.0,0,0,3,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
55,46800,24.0,14,19,19,6.0,8,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
56,32210,33.0,15,24,19,4.0,9,15,2,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0
34,86210,5.0,17,1,5,1.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0
40,45770,15.0,11,3,12,5.0,8,11,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
34,45530,10.0,18,5,8,4.0,7,7,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
31,53960,3.0,17,2,1,7.0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
35,67960,5.0,13,1,4,0.0,2,3,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
38,76250,4.0,15,7,4,1.0,3,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
34,74120,14.0,24,10,14,1.0,11,4,4,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0
28,111590,5.0,12,2,5,1.0,4,0,2,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0
31,49600,10.0,15,15,10,1.0,7,6,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
39,104750,8.0,11,17,5,3.0,4,1,3,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
51,148140,14.0,11,20,4,2.0,2,3,2,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
