,level_0,index,unnamed: 0,employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,infodate,jobinvolvement,performancerating,surveydate,unnamed: 0.1,attrition,retirementdate,retirementtype,resignationreason
4078,4078,8488,4078,4079,1.0,1.0,2.0,2016-12-31,53,Travel_Rarely,Research & Development,18,3,Medical,1,Male,1,Research Scientist,Single,34230,6.0,Y,15,8,1,15.0,4,2,2,2,2016-12-31,3,3,2016-12-31,,,,,
4079,4079,8489,4079,4080,1.0,3.0,2.0,2016-12-31,54,Travel_Rarely,Research & Development,14,3,Other,1,Male,3,Research Scientist,Married,66740,3.0,Y,17,8,1,9.0,2,4,2,3,2016-12-31,3,3,2016-12-31,,,,,
4080,4080,8490,4080,4081,4.0,3.0,3.0,2016-12-31,33,Travel_Frequently,Research & Development,2,4,Medical,1,Female,4,Sales Executive,Divorced,168800,1.0,Y,14,8,3,9.0,2,9,2,8,2016-12-31,3,3,2016-12-31,,,,,
4081,4081,8491,4081,4082,1.0,3.0,3.0,2016-12-31,43,Travel_Rarely,Research & Development,3,3,Medical,1,Male,1,Research Scientist,Married,90940,1.0,Y,12,8,1,10.0,0,10,0,9,2016-12-31,3,3,2016-12-31,,,,,
4082,4082,8492,4082,4083,4.0,2.0,3.0,2016-12-31,38,Travel_Frequently,Research & Development,2,5,Medical,1,Female,4,Sales Executive,Married,84460,0.0,Y,14,8,0,7.0,3,6,1,2,2016-12-31,2,3,2016-12-31,,,,,
4083,4083,8493,4083,4084,3.0,2.0,3.0,2016-12-31,55,Travel_Rarely,Sales,9,3,Marketing,1,Male,2,Laboratory Technician,Married,119160,4.0,Y,15,8,1,35.0,3,10,1,4,2016-12-31,2,3,2016-12-31,,,,,
4084,4084,8494,4084,4085,4.0,4.0,3.0,2016-12-31,31,Travel_Rarely,Sales,6,3,Other,1,Male,1,Manufacturing Director,Divorced,45340,1.0,Y,13,8,0,1.0,2,1,0,0,2016-12-31,3,3,2016-12-31,,,,,
4085,4085,8495,4085,4086,2.0,1.0,3.0,2016-12-31,39,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Sales Executive,Single,98520,0.0,Y,12,8,1,21.0,5,20,11,10,2016-12-31,2,3,2016-12-31,,,,,
4086,4086,8496,4086,4087,4.0,3.0,3.0,2016-12-31,42,Non-Travel,Research & Development,10,4,Life Sciences,1,Female,2,Research Scientist,Single,61510,1.0,Y,13,8,1,20.0,3,20,3,7,2016-12-31,3,3,2016-12-31,,,,,
4087,4087,8497,4087,4088,3.0,3.0,4.0,2016-12-31,31,Non-Travel,Research & Development,14,2,Life Sciences,1,Male,2,Healthcare Representative,Married,23020,4.0,Y,14,8,0,13.0,3,11,4,8,2016-12-31,3,3,2016-12-31,,,,,
4088,4088,8498,4088,4089,3.0,1.0,3.0,2016-12-31,54,Travel_Rarely,Research & Development,1,3,Medical,1,Female,2,Human Resources,Single,23620,6.0,Y,13,8,1,9.0,2,5,1,4,2016-12-31,4,3,2016-12-31,,,,,
4089,4089,8499,4089,4090,2.0,3.0,2.0,2016-12-31,24,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Manufacturing Director,Single,178610,1.0,Y,11,8,2,4.0,5,4,1,2,2016-12-31,1,3,2016-12-31,,,,,
4090,4090,8500,4090,4091,4.0,4.0,4.0,2016-12-31,23,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,2,Research Scientist,Single,191870,1.0,Y,11,8,1,5.0,2,5,1,4,2016-12-31,3,3,2016-12-31,,,,,
4091,4091,8501,4091,4092,4.0,3.0,4.0,2016-12-31,40,Travel_Frequently,Research & Development,21,3,Medical,1,Female,3,Research Scientist,Married,197170,1.0,Y,21,8,0,10.0,1,10,9,4,2016-12-31,2,4,2016-12-31,,,,,
4092,4092,8502,4092,4093,2.0,2.0,3.0,2016-12-31,40,Travel_Rarely,Research & Development,8,1,Medical,1,Female,5,Research Scientist,Married,35440,3.0,Y,18,8,3,15.0,3,11,5,10,2016-12-31,2,3,2016-12-31,,,,,
4093,4093,8503,4093,4094,3.0,2.0,3.0,2016-12-31,25,Travel_Rarely,Sales,20,5,Medical,1,Female,2,Laboratory Technician,Married,85000,4.0,Y,12,8,0,6.0,2,2,1,2,2016-12-31,3,3,2016-12-31,,,,,
4094,4094,8504,4094,4095,4.0,2.0,2.0,2016-12-31,30,Travel_Rarely,Human Resources,20,4,Life Sciences,1,Male,2,Research Scientist,Married,46610,1.0,Y,11,8,0,12.0,3,12,1,7,2016-12-31,2,3,2016-12-31,,,,,
4095,4095,8505,4095,4096,4.0,3.0,2.0,2016-12-31,25,Travel_Rarely,Research & Development,7,2,Medical,1,Male,5,Sales Executive,Divorced,41030,6.0,Y,15,8,1,7.0,2,2,0,2,2016-12-31,3,3,2016-12-31,,,,,
4096,4096,8506,4096,4097,1.0,3.0,3.0,2016-12-31,47,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,2,Sales Executive,Single,42490,2.0,Y,13,8,1,25.0,2,17,12,11,2016-12-31,2,3,2016-12-31,,,,,
4097,4097,8507,4097,4098,2.0,3.0,2.0,2016-12-31,33,Non-Travel,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,Divorced,140260,1.0,Y,12,8,0,1.0,4,1,0,0,2016-12-31,3,3,2016-12-31,,,,,
4098,4098,8508,4098,4099,4.0,2.0,3.0,2016-12-31,38,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Female,2,Sales Executive,Married,68930,0.0,Y,17,8,0,16.0,3,15,5,8,2016-12-31,3,3,2016-12-31,,,,,
4099,4099,8509,4099,4100,1.0,3.0,3.0,2016-12-31,31,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,Sales Executive,Married,61250,0.0,Y,13,8,1,3.0,3,2,1,2,2016-12-31,3,3,2016-12-31,,,,,
4100,4100,8510,4100,4101,1.0,3.0,3.0,2016-12-31,38,Travel_Frequently,Research & Development,1,4,Other,1,Male,2,Research Scientist,Married,36690,2.0,Y,19,8,0,10.0,2,8,7,7,2016-12-31,3,3,2016-12-31,,,,,
4101,4101,8511,4101,4102,4.0,1.0,2.0,2016-12-31,42,Travel_Rarely,Research & Development,6,3,Medical,1,Male,2,Laboratory Technician,Divorced,100080,6.0,Y,19,8,1,9.0,3,4,1,2,2016-12-31,1,3,2016-12-31,,,,,
4102,4102,8512,4102,4103,4.0,4.0,3.0,2016-12-31,41,Travel_Rarely,Sales,2,2,Medical,1,Male,1,Healthcare Representative,Married,23870,3.0,Y,17,8,1,12.0,1,5,1,0,2016-12-31,1,3,2016-12-31,,,,,
4103,4103,8513,4103,4104,3.0,2.0,1.0,2016-12-31,47,Non-Travel,Research & Development,21,2,Medical,1,Male,1,Sales Executive,Married,46390,0.0,Y,11,8,1,14.0,2,13,5,12,2016-12-31,2,3,2016-12-31,,,,,
4104,4104,8514,4104,4105,4.0,3.0,3.0,2016-12-31,35,Travel_Rarely,Research & Development,4,3,Life Sciences,1,Male,2,Healthcare Representative,Married,78980,7.0,Y,15,8,0,5.0,2,2,2,2,2016-12-31,2,3,2016-12-31,,,,,
4105,4105,8515,4105,4106,4.0,3.0,4.0,2016-12-31,22,Travel_Rarely,Human Resources,12,1,Human Resources,1,Male,2,Sales Executive,Single,25340,0.0,Y,11,8,0,4.0,1,3,1,2,2016-12-31,3,3,2016-12-31,,,,,
4106,4106,8516,4106,4107,2.0,3.0,3.0,2016-12-31,35,Travel_Rarely,Research & Development,9,3,Medical,1,Female,2,Sales Executive,Single,131420,1.0,Y,25,8,2,10.0,4,10,0,8,2016-12-31,3,4,2016-12-31,,,,,
4107,4107,8517,4107,4108,2.0,4.0,3.0,2016-12-31,33,Travel_Rarely,Sales,3,4,Medical,1,Male,3,Healthcare Representative,Married,16110,0.0,Y,14,8,0,10.0,2,9,8,1,2016-12-31,2,3,2016-12-31,,,,,
4108,4108,8518,4108,4109,3.0,2.0,3.0,2016-12-31,32,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Manufacturing Director,Single,53630,1.0,Y,13,8,0,6.0,4,6,4,1,2016-12-31,3,3,2016-12-31,,,,,
4109,4109,8519,4109,4110,1.0,4.0,2.0,2016-12-31,40,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Director,Married,50710,8.0,Y,17,8,1,8.0,3,1,0,0,2016-12-31,2,3,2016-12-31,,,,,
4110,4110,8520,4110,4111,2.0,2.0,3.0,2016-12-31,32,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Sales Executive,Married,136950,0.0,Y,13,8,0,3.0,3,2,2,2,2016-12-31,3,3,2016-12-31,,,,,
4111,4111,8521,4111,4112,1.0,4.0,3.0,2016-12-31,39,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,1,Sales Executive,Single,134020,7.0,Y,14,8,1,18.0,1,7,1,7,2016-12-31,3,3,2016-12-31,,,,,
4112,4112,8522,4112,4113,2.0,3.0,3.0,2016-12-31,38,Travel_Rarely,Sales,20,4,Medical,1,Female,2,Research Director,Married,20290,3.0,Y,11,8,1,20.0,3,18,1,11,2016-12-31,2,3,2016-12-31,,,,,
4113,4113,8523,4113,4114,3.0,4.0,3.0,2016-12-31,32,Travel_Rarely,Research & Development,18,3,Life Sciences,1,Male,2,Manager,Married,63770,1.0,Y,12,8,2,14.0,3,14,5,7,2016-12-31,3,3,2016-12-31,,,,,
4114,4114,8524,4114,4115,3.0,4.0,3.0,2016-12-31,37,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,4,Sales Executive,Married,54290,1.0,Y,17,8,1,16.0,3,16,6,8,2016-12-31,3,3,2016-12-31,,,,,
4115,4115,8525,4115,4116,1.0,3.0,2.0,2016-12-31,25,Travel_Rarely,Research & Development,2,4,Medical,1,Female,2,Manufacturing Director,Divorced,27850,0.0,Y,21,8,0,6.0,2,5,0,4,2016-12-31,3,4,2016-12-31,,,,,
4116,4116,8526,4116,4117,1.0,4.0,3.0,2016-12-31,52,Non-Travel,Research & Development,2,4,Other,1,Male,1,Manager,Divorced,46140,2.0,Y,16,8,1,16.0,3,9,0,0,2016-12-31,3,3,2016-12-31,,,,,
4117,4117,8527,4117,4118,2.0,4.0,3.0,2016-12-31,44,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Female,1,Sales Representative,Single,26100,6.0,Y,15,8,0,6.0,2,4,1,2,2016-12-31,3,3,2016-12-31,,,,,
4118,4118,8528,4118,4119,3.0,1.0,3.0,2016-12-31,21,Travel_Rarely,Sales,10,5,Medical,1,Male,3,Research Scientist,Single,66870,1.0,Y,19,8,3,2.0,0,2,1,2,2016-12-31,3,3,2016-12-31,,,,,
4119,4119,8529,4119,4120,4.0,4.0,2.0,2016-12-31,39,Non-Travel,Research & Development,3,4,Life Sciences,1,Female,2,Research Director,Single,47240,2.0,Y,12,8,1,21.0,4,6,1,3,2016-12-31,4,3,2016-12-31,,,,,
4120,4120,8530,4120,4121,4.0,1.0,2.0,2016-12-31,23,Travel_Frequently,Research & Development,2,4,Life Sciences,1,Female,2,Manufacturing Director,Married,61790,1.0,Y,11,8,0,1.0,3,1,1,0,2016-12-31,3,3,2016-12-31,,,,,
4121,4121,8531,4121,4122,1.0,4.0,3.0,2016-12-31,36,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Female,2,Laboratory Technician,Married,61200,0.0,Y,19,8,0,10.0,2,9,3,4,2016-12-31,3,3,2016-12-31,,,,,
4122,4122,8532,4122,4123,4.0,2.0,3.0,2016-12-31,36,Travel_Frequently,Research & Development,16,1,Medical,1,Male,2,Sales Executive,Divorced,105960,7.0,Y,15,8,0,18.0,3,4,0,2,2016-12-31,2,3,2016-12-31,,,,,
4123,4123,8533,4123,4124,3.0,3.0,2.0,2016-12-31,56,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,1,Sales Executive,Divorced,54670,1.0,Y,20,8,0,13.0,6,13,1,9,2016-12-31,2,4,2016-12-31,,,,,
4124,4124,8534,4124,4125,1.0,4.0,4.0,2016-12-31,29,Travel_Rarely,Research & Development,9,4,Medical,1,Male,2,Sales Representative,Married,29960,9.0,Y,25,8,0,4.0,4,2,2,2,2016-12-31,3,4,2016-12-31,,,,,
4125,4125,8535,4125,4126,1.0,3.0,2.0,2016-12-31,42,Travel_Rarely,Research & Development,17,1,Life Sciences,1,Male,3,Research Scientist,Married,99980,5.0,Y,24,8,2,24.0,3,22,4,14,2016-12-31,2,4,2016-12-31,,,,,
4126,4126,8536,4126,4127,4.0,3.0,1.0,2016-12-31,56,Travel_Rarely,Sales,10,4,Other,1,Male,2,Sales Executive,Married,40780,8.0,Y,24,8,1,14.0,3,10,9,8,2016-12-31,3,4,2016-12-31,,,,,
4127,4127,8537,4127,4128,1.0,2.0,3.0,2016-12-31,41,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Female,1,Healthcare Representative,Married,109200,0.0,Y,15,8,1,21.0,3,20,0,10,2016-12-31,4,3,2016-12-31,,,,,
4128,4128,8538,4128,4129,4.0,3.0,3.0,2016-12-31,34,Travel_Rarely,Sales,1,3,Medical,1,Female,1,Laboratory Technician,Married,62320,1.0,Y,13,8,1,8.0,3,8,1,7,2016-12-31,3,3,2016-12-31,,,,,
4129,4129,8539,4129,4130,4.0,4.0,2.0,2016-12-31,36,Non-Travel,Sales,1,1,Medical,1,Female,1,Human Resources,Divorced,132470,1.0,Y,14,8,0,15.0,3,15,11,11,2016-12-31,3,3,2016-12-31,,,,,
4130,4130,8540,4130,4131,3.0,2.0,3.0,2016-12-31,41,Travel_Rarely,Research & Development,1,5,Medical,1,Male,1,Healthcare Representative,Divorced,40810,2.0,Y,13,8,0,14.0,3,5,0,4,2016-12-31,3,3,2016-12-31,,,,,
4131,4131,8541,4131,4132,4.0,1.0,3.0,2016-12-31,32,Travel_Rarely,Sales,9,4,Life Sciences,1,Female,2,Research Scientist,Single,57690,1.0,Y,11,8,0,4.0,3,4,1,2,2016-12-31,3,3,2016-12-31,,,,,
4132,4132,8542,4132,4133,3.0,4.0,3.0,2016-12-31,35,Travel_Rarely,Research & Development,16,3,Medical,1,Female,2,Healthcare Representative,Single,23940,1.0,Y,16,8,1,9.0,3,9,1,7,2016-12-31,3,3,2016-12-31,,,,,
4133,4133,8543,4133,4134,1.0,4.0,3.0,2016-12-31,38,Travel_Rarely,Research & Development,23,3,Medical,1,Male,3,Sales Representative,Married,39040,1.0,Y,22,8,0,10.0,3,10,1,9,2016-12-31,2,4,2016-12-31,,,,,
4134,4134,8544,4134,4135,2.0,3.0,3.0,2016-12-31,50,Travel_Frequently,Sales,4,2,Life Sciences,1,Female,2,Laboratory Technician,Divorced,167990,7.0,Y,14,8,1,12.0,2,6,0,1,2016-12-31,2,3,2016-12-31,,,,,
4135,4135,8545,4135,4136,2.0,4.0,2.0,2016-12-31,36,Travel_Rarely,Research & Development,22,4,Life Sciences,1,Male,1,Healthcare Representative,Married,29500,4.0,Y,14,8,0,8.0,1,6,0,0,2016-12-31,2,3,2016-12-31,,,,,
4136,4136,8546,4136,4137,4.0,3.0,3.0,2016-12-31,45,Travel_Rarely,Sales,24,3,Life Sciences,1,Male,1,Laboratory Technician,Single,36290,8.0,Y,16,8,1,8.0,2,5,0,1,2016-12-31,4,3,2016-12-31,,,,,
4137,4137,8547,4137,4138,3.0,3.0,3.0,2016-12-31,40,Travel_Rarely,Sales,10,4,Life Sciences,1,Male,1,Research Scientist,Single,93620,2.0,Y,11,8,1,8.0,6,2,2,2,2016-12-31,3,3,2016-12-31,,,,,
4138,4138,8548,4138,4139,3.0,3.0,4.0,2016-12-31,35,Travel_Frequently,Sales,7,2,Life Sciences,1,Male,2,Manufacturing Director,Married,32290,1.0,Y,25,8,0,10.0,2,10,0,2,2016-12-31,2,4,2016-12-31,,,,,
4139,4139,8549,4139,4140,3.0,3.0,3.0,2016-12-31,40,Travel_Rarely,Research & Development,17,4,Life Sciences,1,Male,1,Manager,Married,35780,2.0,Y,14,8,1,20.0,2,5,0,2,2016-12-31,3,3,2016-12-31,,,,,
4140,4140,8550,4140,4141,3.0,4.0,3.0,2016-12-31,35,Travel_Rarely,Human Resources,14,1,Life Sciences,1,Male,2,Research Scientist,Married,79880,1.0,Y,18,8,0,4.0,3,4,1,1,2016-12-31,3,3,2016-12-31,,,,,
4141,4141,8551,4141,4142,4.0,2.0,3.0,2016-12-31,29,Travel_Rarely,Research & Development,1,3,Medical,1,Male,3,Sales Executive,Married,42840,4.0,Y,11,8,0,10.0,5,4,0,3,2016-12-31,2,3,2016-12-31,,,,,
4142,4142,8552,4142,4143,4.0,1.0,1.0,2016-12-31,29,Travel_Rarely,Research & Development,5,3,Medical,1,Male,2,Sales Representative,Single,75530,1.0,Y,19,8,0,5.0,3,5,0,4,2016-12-31,3,3,2016-12-31,,,,,
4143,4143,8553,4143,4144,4.0,1.0,3.0,2016-12-31,50,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Research Scientist,Divorced,173280,4.0,Y,15,8,2,20.0,1,3,2,0,2016-12-31,3,3,2016-12-31,,,,,
4144,4144,8554,4144,4145,2.0,4.0,2.0,2016-12-31,39,Travel_Rarely,Sales,25,3,Medical,1,Male,2,Sales Executive,Married,197010,0.0,Y,11,8,0,21.0,3,20,9,6,2016-12-31,4,3,2016-12-31,,,,,
4145,4145,8555,4145,4146,2.0,1.0,3.0,2016-12-31,31,Non-Travel,Research & Development,8,4,Life Sciences,1,Female,4,Sales Executive,Single,147320,0.0,Y,12,8,0,10.0,3,9,1,7,2016-12-31,3,3,2016-12-31,,,,,
4146,4146,8556,4146,4147,4.0,3.0,3.0,2016-12-31,26,Travel_Rarely,Research & Development,11,4,Medical,1,Male,2,Manager,Single,92780,0.0,Y,20,8,0,5.0,3,4,0,0,2016-12-31,3,4,2016-12-31,,,,,
4147,4147,8557,4147,4148,3.0,4.0,3.0,2016-12-31,36,Travel_Frequently,Research & Development,5,1,Technical Degree,1,Male,1,Sales Executive,Married,13590,4.0,Y,12,8,0,17.0,2,5,0,3,2016-12-31,3,3,2016-12-31,,,,,
4148,4148,8558,4148,4149,4.0,1.0,3.0,2016-12-31,39,Travel_Rarely,Research & Development,2,1,Medical,1,Female,1,Research Scientist,Married,47790,4.0,Y,14,8,2,9.0,3,7,1,7,2016-12-31,3,3,2016-12-31,,,,,
4149,4149,8559,4149,4150,2.0,2.0,3.0,2016-12-31,27,Travel_Rarely,Research & Development,8,2,Medical,1,Male,1,Laboratory Technician,Married,164220,1.0,Y,20,8,1,6.0,3,6,0,3,2016-12-31,3,4,2016-12-31,,,,,
4150,4150,8560,4150,4151,4.0,2.0,2.0,2016-12-31,49,Travel_Frequently,Research & Development,6,1,Medical,1,Male,3,Healthcare Representative,Married,29960,2.0,Y,18,8,1,17.0,2,9,0,8,2016-12-31,2,3,2016-12-31,,,,,
4151,4151,8561,4151,4152,2.0,3.0,4.0,2016-12-31,34,Travel_Rarely,Sales,4,3,Medical,1,Female,1,Sales Executive,Married,12610,2.0,Y,14,8,1,6.0,6,4,1,2,2016-12-31,3,3,2016-12-31,,,,,
4152,4152,8562,4152,4153,2.0,4.0,1.0,2016-12-31,41,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,Single,20990,8.0,Y,12,8,1,8.0,2,6,0,5,2016-12-31,3,3,2016-12-31,,,,,
4153,4153,8563,4153,4154,3.0,2.0,3.0,2016-12-31,49,Travel_Frequently,Sales,1,4,Life Sciences,1,Female,2,Manufacturing Director,Married,58100,1.0,Y,21,8,1,10.0,2,10,1,7,2016-12-31,3,4,2016-12-31,,,,,
4154,4154,8564,4154,4155,4.0,3.0,3.0,2016-12-31,37,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,56470,6.0,Y,19,8,0,7.0,2,0,0,0,2016-12-31,3,3,2016-12-31,,,,,
4155,4155,8565,4155,4156,4.0,3.0,3.0,2016-12-31,33,Travel_Frequently,Research & Development,10,2,Medical,1,Male,2,Research Scientist,Married,34200,1.0,Y,14,8,0,8.0,3,8,3,0,2016-12-31,3,3,2016-12-31,,,,,
4156,4156,8566,4156,4157,1.0,2.0,3.0,2016-12-31,27,Travel_Rarely,Sales,5,4,Medical,1,Female,4,Manufacturing Director,Married,44000,9.0,Y,17,8,1,6.0,3,2,2,2,2016-12-31,2,3,2016-12-31,,,,,
4157,4157,8567,4157,4158,4.0,4.0,2.0,2016-12-31,32,Travel_Frequently,Research & Development,9,2,Medical,1,Female,2,Research Scientist,Single,35000,0.0,Y,16,8,1,8.0,2,7,3,6,2016-12-31,2,3,2016-12-31,,,,,
4158,4158,8568,4158,4159,3.0,1.0,2.0,2016-12-31,59,Travel_Rarely,Sales,2,2,Marketing,1,Female,5,Sales Representative,Married,20660,4.0,Y,12,8,1,12.0,3,1,0,0,2016-12-31,3,3,2016-12-31,,,,,
4159,4159,8569,4159,4160,4.0,3.0,3.0,2016-12-31,30,Travel_Rarely,Research & Development,11,4,Medical,1,Male,2,Laboratory Technician,Divorced,171690,1.0,Y,17,8,2,1.0,2,1,0,0,2016-12-31,3,3,2016-12-31,,,,,
4160,4160,8570,4160,4161,4.0,3.0,3.0,2016-12-31,38,Travel_Frequently,Sales,18,4,Life Sciences,1,Male,2,Healthcare Representative,Single,41620,0.0,Y,15,8,1,10.0,1,9,1,8,2016-12-31,3,3,2016-12-31,,,,,
4161,4161,8571,4161,4162,3.0,3.0,2.0,2016-12-31,36,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,1,Sales Executive,Married,92040,6.0,Y,23,8,1,17.0,2,7,7,7,2016-12-31,3,4,2016-12-31,,,,,
4162,4162,8572,4162,4163,1.0,2.0,3.0,2016-12-31,35,Travel_Rarely,Human Resources,3,4,Human Resources,1,Male,2,Manager,Married,32940,0.0,Y,11,8,0,6.0,2,5,0,3,2016-12-31,3,3,2016-12-31,,,,,
4163,4163,8573,4163,4164,4.0,3.0,3.0,2016-12-31,29,Travel_Rarely,Sales,29,4,Life Sciences,1,Male,2,Laboratory Technician,Single,21270,0.0,Y,11,8,1,10.0,3,9,0,8,2016-12-31,2,3,2016-12-31,,,,,
4164,4164,8574,4164,4165,1.0,3.0,2.0,2016-12-31,31,Travel_Rarely,Research & Development,2,2,Medical,1,Male,2,Laboratory Technician,Divorced,39750,1.0,Y,15,8,1,5.0,3,5,4,3,2016-12-31,3,3,2016-12-31,,,,,
4165,4165,8575,4165,4166,2.0,4.0,3.0,2016-12-31,34,Travel_Rarely,Research & Development,28,3,Technical Degree,1,Male,1,Laboratory Technician,Divorced,107930,0.0,Y,11,8,3,3.0,1,2,1,2,2016-12-31,2,3,2016-12-31,,,,,
4166,4166,8576,4166,4167,3.0,3.0,3.0,2016-12-31,28,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,5,Research Director,Single,100960,5.0,Y,13,8,0,6.0,2,4,0,3,2016-12-31,3,3,2016-12-31,,,,,
4167,4167,8577,4167,4168,2.0,1.0,3.0,2016-12-31,29,Travel_Rarely,Research & Development,16,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,36460,1.0,Y,14,8,0,10.0,3,10,8,8,2016-12-31,4,3,2016-12-31,,,,,
4168,4168,8578,4168,4169,1.0,2.0,2.0,2016-12-31,32,Travel_Rarely,Human Resources,22,3,Human Resources,1,Female,2,Research Director,Divorced,74460,0.0,Y,19,8,0,7.0,3,6,0,5,2016-12-31,3,3,2016-12-31,,,,,
4169,4169,8579,4169,4170,4.0,4.0,2.0,2016-12-31,22,Non-Travel,Research & Development,8,3,Life Sciences,1,Female,3,Sales Executive,Divorced,108510,1.0,Y,16,8,1,1.0,2,1,0,0,2016-12-31,4,3,2016-12-31,,,,,
4170,4170,8580,4170,4171,1.0,4.0,3.0,2016-12-31,53,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Manager,Married,21090,2.0,Y,13,8,0,31.0,3,25,3,7,2016-12-31,3,3,2016-12-31,,,,,
4171,4171,8581,4171,4172,4.0,4.0,3.0,2016-12-31,38,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,1,Manufacturing Director,Single,37220,5.0,Y,14,8,0,6.0,0,3,1,2,2016-12-31,3,3,2016-12-31,,,,,
4172,4172,8582,4172,4173,1.0,3.0,2.0,2016-12-31,24,Non-Travel,Research & Development,1,5,Life Sciences,1,Male,3,Research Scientist,Divorced,93800,0.0,Y,16,8,0,5.0,2,4,1,3,2016-12-31,2,3,2016-12-31,,,,,
4173,4173,8583,4173,4174,3.0,1.0,3.0,2016-12-31,36,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,1,Research Director,Single,54860,7.0,Y,12,8,1,10.0,2,5,0,3,2016-12-31,3,3,2016-12-31,,,,,
4174,4174,8584,4174,4175,1.0,2.0,3.0,2016-12-31,34,Travel_Rarely,Sales,24,3,Marketing,1,Male,4,Research Scientist,Single,27420,0.0,Y,11,8,1,13.0,2,12,2,11,2016-12-31,3,3,2016-12-31,,,,,
4175,4175,8585,4175,4176,3.0,4.0,3.0,2016-12-31,21,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,2,Manufacturing Director,Single,137570,1.0,Y,12,8,1,0.0,3,0,0,0,2016-12-31,3,3,2016-12-31,,,,,
4176,4176,8586,4176,4177,2.0,1.0,3.0,2016-12-31,34,Travel_Rarely,Sales,15,2,Marketing,1,Female,2,Research Scientist,Single,84630,2.0,Y,13,8,0,8.0,2,4,1,3,2016-12-31,1,3,2016-12-31,,,,,
4177,4177,8587,4177,4178,3.0,3.0,2.0,2016-12-31,53,Travel_Rarely,Sales,2,1,Life Sciences,1,Male,5,Human Resources,Divorced,31620,4.0,Y,15,8,0,26.0,4,14,4,8,2016-12-31,3,3,2016-12-31,,,,,
4178,4178,8588,4178,4179,2.0,1.0,3.0,2016-12-31,32,Travel_Frequently,Research & Development,10,3,Medical,1,Female,2,Manufacturing Director,Single,165980,1.0,Y,13,8,0,10.0,2,10,6,7,2016-12-31,3,3,2016-12-31,,,,,
4179,4179,8589,4179,4180,3.0,2.0,3.0,2016-12-31,42,Travel_Rarely,Research & Development,10,3,Technical Degree,1,Male,2,Laboratory Technician,Married,66510,0.0,Y,20,8,0,10.0,5,9,4,2,2016-12-31,2,4,2016-12-31,,,,,
4180,4180,8590,4180,4181,1.0,4.0,3.0,2016-12-31,44,Travel_Rarely,Research & Development,3,1,Life Sciences,1,Female,1,Manufacturing Director,Married,23450,3.0,Y,15,8,2,24.0,0,22,5,17,2016-12-31,3,3,2016-12-31,,,,,
4181,4181,8591,4181,4182,2.0,1.0,2.0,2016-12-31,46,Travel_Rarely,Sales,2,3,Life Sciences,1,Female,1,Research Scientist,Single,34200,3.0,Y,13,8,2,22.0,3,2,2,1,2016-12-31,1,3,2016-12-31,,,,,
4182,4182,8592,4182,4183,3.0,4.0,3.0,2016-12-31,33,Travel_Rarely,Sales,3,3,Medical,1,Male,1,Manufacturing Director,Single,43730,4.0,Y,14,8,0,7.0,3,1,0,0,2016-12-31,3,3,2016-12-31,,,,,
4183,4183,8593,4183,4184,4.0,4.0,4.0,2016-12-31,44,Travel_Rarely,Human Resources,26,3,Life Sciences,1,Male,5,Healthcare Representative,Married,47590,2.0,Y,21,8,0,9.0,2,4,1,3,2016-12-31,3,4,2016-12-31,,,,,
4184,4184,8594,4184,4185,4.0,3.0,3.0,2016-12-31,30,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,1,Research Scientist,Single,53010,1.0,Y,16,8,1,10.0,3,10,1,8,2016-12-31,3,3,2016-12-31,,,,,
