,level_0,index,unnamed: 0,employeeid,environmentsatisfaction,jobsatisfaction,worklifebalance,datesurvey,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,infodate,jobinvolvement,performancerating,surveydate,unnamed: 0.1,attrition,retirementdate,retirementtype,resignationreason
3286,3286,3286,3286,3287,2.0,2.0,2.0,2015-12-31,42,Travel_Rarely,Research & Development,20,2,Medical,1,Male,2,Sales Representative,Married,72950,1.0,Y,15,8,0,10.0,3,9,7,8,2015-12-31,3,3,2015-12-31,,,,,
3287,3287,3287,3287,3288,1.0,1.0,2.0,2015-12-31,38,Travel_Frequently,Sales,4,3,Medical,1,Male,2,Research Scientist,Divorced,23060,2.0,Y,19,8,1,13.0,5,4,1,2,2015-12-31,3,3,2015-12-31,,,,,
3288,3288,3288,3288,3289,3.0,4.0,3.0,2015-12-31,34,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,3,Laboratory Technician,Single,23480,1.0,Y,14,8,1,6.0,3,5,1,3,2015-12-31,3,3,2015-12-31,,,,,
3289,3289,3289,3289,3290,3.0,4.0,4.0,2015-12-31,49,Travel_Rarely,Sales,7,2,Life Sciences,1,Female,2,Healthcare Representative,Married,89980,1.0,Y,14,8,2,9.0,2,9,7,7,2015-12-31,4,3,2015-12-31,,,,,
3290,3290,3290,3290,3291,3.0,4.0,2.0,2015-12-31,55,Travel_Rarely,Human Resources,16,3,Technical Degree,1,Male,4,Manufacturing Director,Single,43190,4.0,Y,11,8,0,12.0,3,9,7,3,2015-12-31,4,3,2015-12-31,,,,,
3291,3291,3291,3291,3292,2.0,1.0,3.0,2015-12-31,43,Travel_Rarely,Research & Development,25,2,Medical,1,Male,2,Healthcare Representative,Married,61320,6.0,Y,13,8,0,22.0,3,4,1,0,2015-12-31,2,3,2015-12-31,,,,,
3292,3292,3292,3292,3293,3.0,4.0,3.0,2015-12-31,27,Travel_Rarely,Sales,2,4,Medical,1,Male,2,Manager,Divorced,33460,1.0,Y,21,8,1,9.0,2,9,0,8,2015-12-31,2,4,2015-12-31,,,,,
3293,3293,3293,3293,3294,3.0,3.0,4.0,2015-12-31,35,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Research Director,Single,108550,3.0,Y,13,8,1,17.0,2,8,1,6,2015-12-31,3,3,2015-12-31,,,,,
3294,3294,3294,3294,3295,2.0,2.0,3.0,2015-12-31,28,Travel_Rarely,Sales,1,2,Technical Degree,1,Female,1,Sales Executive,Married,22310,1.0,Y,12,8,0,8.0,3,8,7,5,2015-12-31,2,3,2015-12-31,,,,,
3295,3295,3295,3295,3296,3.0,4.0,1.0,2015-12-31,34,Travel_Rarely,Sales,2,5,Life Sciences,1,Male,4,Research Scientist,Married,23230,0.0,Y,17,8,0,4.0,2,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
3296,3296,3296,3296,3297,3.0,3.0,3.0,2015-12-31,26,Travel_Frequently,Research & Development,22,4,Other,1,Female,1,Sales Executive,Married,20240,1.0,Y,23,8,0,8.0,2,8,1,7,2015-12-31,3,4,2015-12-31,,,,,
3297,3297,3297,3297,3298,4.0,4.0,2.0,2015-12-31,27,Non-Travel,Sales,1,3,Technical Degree,1,Female,1,Sales Executive,Married,27130,1.0,Y,11,8,0,0.0,2,0,0,0,2015-12-31,3,3,2015-12-31,,,,,
3298,3298,3298,3298,3299,1.0,3.0,2.0,2015-12-31,51,Travel_Rarely,Sales,16,3,Medical,1,Male,3,Research Scientist,Married,94390,2.0,Y,15,8,3,29.0,0,20,4,17,2015-12-31,3,3,2015-12-31,,,,,
3299,3299,3299,3299,3300,4.0,2.0,2.0,2015-12-31,44,Travel_Rarely,Sales,24,5,Medical,1,Female,1,Sales Executive,Single,25660,9.0,Y,11,8,1,10.0,3,5,2,3,2015-12-31,3,3,2015-12-31,,,,,
3300,3300,3300,3300,3301,1.0,1.0,2.0,2015-12-31,25,Travel_Rarely,Research & Development,17,3,Medical,1,Male,1,Laboratory Technician,Single,199260,7.0,Y,11,8,3,6.0,5,4,0,1,2015-12-31,4,3,2015-12-31,,,,,
3301,3301,3301,3301,3302,1.0,1.0,3.0,2015-12-31,33,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,3,Laboratory Technician,Divorced,24510,1.0,Y,13,8,1,9.0,3,9,0,8,2015-12-31,2,3,2015-12-31,,,,,
3302,3302,3302,3302,3303,3.0,1.0,2.0,2015-12-31,35,Travel_Rarely,Sales,6,4,Medical,1,Female,2,Manager,Single,94190,1.0,Y,24,8,1,6.0,5,6,1,1,2015-12-31,2,4,2015-12-31,,,,,
3303,3303,3303,3303,3304,2.0,4.0,2.0,2015-12-31,36,Travel_Rarely,Sales,10,4,Marketing,1,Male,3,Manager,Married,86860,1.0,Y,13,8,0,18.0,2,18,4,11,2015-12-31,3,3,2015-12-31,,,,,
3304,3304,3304,3304,3305,2.0,4.0,2.0,2015-12-31,32,Travel_Rarely,Research & Development,3,4,Medical,1,Female,4,Sales Executive,Divorced,30380,2.0,Y,20,8,0,8.0,3,5,0,3,2015-12-31,3,4,2015-12-31,,,,,
3305,3305,3305,3305,3306,2.0,4.0,2.0,2015-12-31,30,Travel_Frequently,Research & Development,4,5,Medical,1,Male,5,Sales Representative,Divorced,30580,9.0,Y,14,8,1,10.0,2,5,0,3,2015-12-31,3,3,2015-12-31,,,,,
3306,3306,3306,3306,3307,1.0,4.0,3.0,2015-12-31,53,Travel_Rarely,Sales,6,3,Marketing,1,Male,4,Sales Executive,Married,23250,7.0,Y,18,8,1,35.0,1,5,0,4,2015-12-31,4,3,2015-12-31,,,,,
3307,3307,3307,3307,3308,4.0,1.0,3.0,2015-12-31,45,Travel_Rarely,Research & Development,1,5,Technical Degree,1,Male,2,Healthcare Representative,Divorced,20880,4.0,Y,15,8,3,18.0,2,5,0,2,2015-12-31,3,3,2015-12-31,,,,,
3308,3308,3308,3308,3309,3.0,3.0,2.0,2015-12-31,32,Travel_Rarely,Sales,10,3,Marketing,1,Female,1,Human Resources,Married,30720,5.0,Y,12,8,0,9.0,4,5,1,3,2015-12-31,1,3,2015-12-31,,,,,
3309,3309,3309,3309,3310,3.0,4.0,3.0,2015-12-31,52,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,2,Laboratory Technician,Married,50060,3.0,Y,16,8,1,31.0,2,9,0,0,2015-12-31,3,3,2015-12-31,,,,,
3310,3310,3310,3310,3311,4.0,3.0,3.0,2015-12-31,37,Travel_Rarely,Sales,24,2,Life Sciences,1,Female,4,Laboratory Technician,Divorced,42570,4.0,Y,15,8,0,9.0,2,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
3311,3311,3311,3311,3312,2.0,4.0,3.0,2015-12-31,28,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,1,Healthcare Representative,Divorced,25000,1.0,Y,16,8,2,6.0,3,5,0,4,2015-12-31,3,3,2015-12-31,,,,,
3312,3312,3312,3312,3313,4.0,4.0,1.0,2015-12-31,22,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Sales Representative,Married,11020,6.0,Y,19,8,0,4.0,3,2,2,2,2015-12-31,2,3,2015-12-31,,,,,
3313,3313,3313,3313,3314,1.0,4.0,2.0,2015-12-31,44,Travel_Rarely,Research & Development,22,3,Medical,1,Female,1,Laboratory Technician,Married,104530,2.0,Y,11,8,1,10.0,2,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
3314,3314,3314,3314,3315,2.0,4.0,3.0,2015-12-31,42,Travel_Frequently,Sales,13,4,Life Sciences,1,Female,2,Laboratory Technician,Single,22880,5.0,Y,16,8,1,8.0,4,2,2,2,2015-12-31,2,3,2015-12-31,,,,,
3315,3315,3315,3315,3316,1.0,1.0,3.0,2015-12-31,36,Travel_Rarely,Research & Development,14,3,Other,1,Male,2,Research Scientist,Married,39290,0.0,Y,24,8,0,6.0,6,5,0,3,2015-12-31,2,4,2015-12-31,,,,,
3316,3316,3316,3316,3317,3.0,1.0,3.0,2015-12-31,25,Travel_Rarely,Sales,11,3,Life Sciences,1,Female,1,Laboratory Technician,Married,23110,1.0,Y,11,8,1,5.0,2,5,0,3,2015-12-31,3,3,2015-12-31,,,,,
3317,3317,3317,3317,3318,4.0,3.0,3.0,2015-12-31,35,Travel_Rarely,Research & Development,9,2,Life Sciences,1,Female,1,Healthcare Representative,Married,31400,1.0,Y,13,8,1,17.0,2,17,5,15,2015-12-31,2,3,2015-12-31,,,,,
3318,3318,3318,3318,3319,4.0,2.0,2.0,2015-12-31,35,Travel_Frequently,Sales,8,2,Marketing,1,Female,1,Laboratory Technician,Divorced,36900,1.0,Y,13,8,1,10.0,2,10,7,8,2015-12-31,4,3,2015-12-31,,,,,
3319,3319,3319,3319,3320,4.0,4.0,3.0,2015-12-31,32,Non-Travel,Research & Development,21,3,Life Sciences,1,Male,1,Sales Executive,Divorced,44500,0.0,Y,13,8,0,4.0,3,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
3320,3320,3320,3320,3321,3.0,1.0,4.0,2015-12-31,25,Travel_Rarely,Sales,5,3,Marketing,1,Female,4,Research Scientist,Married,27560,1.0,Y,12,8,2,5.0,2,5,0,3,2015-12-31,3,3,2015-12-31,,,,,
3321,3321,3321,3321,3322,3.0,1.0,3.0,2015-12-31,49,Travel_Rarely,Sales,9,3,Technical Degree,1,Female,2,Sales Representative,Married,190330,2.0,Y,18,8,1,7.0,5,4,0,2,2015-12-31,3,3,2015-12-31,,,,,
3322,3322,3322,3322,3323,1.0,4.0,2.0,2015-12-31,24,Non-Travel,Research & Development,2,5,Technical Degree,1,Male,2,Healthcare Representative,Married,187220,0.0,Y,22,8,1,6.0,3,5,3,4,2015-12-31,3,4,2015-12-31,,,,,
3323,3323,3323,3323,3324,2.0,2.0,3.0,2015-12-31,32,Travel_Frequently,Research & Development,12,5,Medical,1,Male,1,Research Scientist,Married,95470,1.0,Y,13,8,1,10.0,3,10,5,3,2015-12-31,2,3,2015-12-31,,,,,
3324,3324,3324,3324,3325,2.0,2.0,3.0,2015-12-31,38,Travel_Rarely,Sales,22,2,Medical,1,Male,1,Sales Executive,Married,137340,0.0,Y,13,8,0,3.0,3,2,1,2,2015-12-31,4,3,2015-12-31,,,,,
3325,3325,3325,3325,3326,3.0,4.0,2.0,2015-12-31,42,Travel_Rarely,Research & Development,18,1,Technical Degree,1,Female,2,Research Scientist,Married,199990,2.0,Y,23,8,1,17.0,6,5,1,3,2015-12-31,3,4,2015-12-31,,,,,
3326,3326,3326,3326,3327,4.0,4.0,3.0,2015-12-31,31,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Female,3,Sales Executive,Married,22790,3.0,Y,12,8,1,8.0,3,6,0,2,2015-12-31,3,3,2015-12-31,,,,,
3327,3327,3327,3327,3328,2.0,3.0,3.0,2015-12-31,29,Travel_Rarely,Sales,3,3,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6.0,Y,12,8,0,5.0,2,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
3328,3328,3328,3328,3329,1.0,4.0,3.0,2015-12-31,53,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,1,Sales Representative,Married,20890,5.0,Y,16,8,0,28.0,2,2,2,2,2015-12-31,2,3,2015-12-31,,,,,
3329,3329,3329,3329,3330,4.0,2.0,3.0,2015-12-31,35,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,3,Healthcare Representative,Married,167920,3.0,Y,12,8,1,16.0,3,13,4,8,2015-12-31,4,3,2015-12-31,,,,,
3330,3330,3330,3330,3331,3.0,4.0,3.0,2015-12-31,37,Travel_Frequently,Research & Development,13,4,Life Sciences,1,Female,3,Human Resources,Married,35640,5.0,Y,11,8,0,10.0,1,5,0,0,2015-12-31,1,3,2015-12-31,,,,,
3331,3331,3331,3331,3332,4.0,4.0,3.0,2015-12-31,53,Travel_Rarely,Research & Development,1,1,Medical,1,Male,1,Sales Executive,Single,44250,6.0,Y,22,8,1,33.0,2,12,3,8,2015-12-31,4,4,2015-12-31,,,,,
3332,3332,3332,3332,3333,4.0,4.0,2.0,2015-12-31,43,Travel_Frequently,Research & Development,1,3,Medical,1,Male,1,Laboratory Technician,Married,52650,4.0,Y,11,8,1,12.0,4,5,2,2,2015-12-31,3,3,2015-12-31,,,,,
3333,3333,3333,3333,3334,3.0,4.0,3.0,2015-12-31,47,Travel_Rarely,Sales,15,4,Marketing,1,Female,3,Research Director,Married,65530,0.0,Y,15,8,0,8.0,2,7,7,7,2015-12-31,3,3,2015-12-31,,,,,
3334,3334,3334,3334,3335,1.0,2.0,3.0,2015-12-31,37,Non-Travel,Research & Development,1,5,Medical,1,Female,2,Research Scientist,Single,62610,1.0,Y,12,8,0,10.0,1,10,0,9,2015-12-31,3,3,2015-12-31,,,,,
3335,3335,3335,3335,3336,1.0,1.0,3.0,2015-12-31,50,Non-Travel,Research & Development,17,3,Medical,1,Female,1,Laboratory Technician,Divorced,42980,1.0,Y,20,8,1,31.0,6,31,14,7,2015-12-31,3,4,2015-12-31,,,,,
3336,3336,3336,3336,3337,4.0,4.0,3.0,2015-12-31,39,Travel_Rarely,Research & Development,1,3,Other,1,Female,3,Human Resources,Married,68040,8.0,Y,14,8,1,13.0,3,5,0,4,2015-12-31,2,3,2015-12-31,,,,,
3337,3337,3337,3337,3338,4.0,2.0,4.0,2015-12-31,33,Travel_Rarely,Sales,7,3,Life Sciences,1,Male,2,Manufacturing Director,Divorced,38150,3.0,Y,11,8,1,7.0,3,4,0,3,2015-12-31,3,3,2015-12-31,,,,,
3338,3338,3338,3338,3339,1.0,4.0,1.0,2015-12-31,32,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Laboratory Technician,Single,27410,1.0,Y,15,8,1,1.0,5,1,0,1,2015-12-31,2,3,2015-12-31,,,,,
3339,3339,3339,3339,3340,1.0,4.0,3.0,2015-12-31,29,Travel_Rarely,Research & Development,5,4,Life Sciences,1,Female,4,Healthcare Representative,Divorced,66730,6.0,Y,12,8,1,8.0,2,4,0,3,2015-12-31,4,3,2015-12-31,,,,,
3340,3340,3340,3340,3341,2.0,1.0,3.0,2015-12-31,44,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Male,2,Manufacturing Director,Married,76390,1.0,Y,14,8,0,8.0,6,8,7,1,2015-12-31,3,3,2015-12-31,,,,,
3341,3341,3341,3341,3342,1.0,4.0,3.0,2015-12-31,28,Travel_Rarely,Sales,24,5,Life Sciences,1,Female,1,Research Scientist,Single,23280,1.0,Y,11,8,2,4.0,3,4,0,2,2015-12-31,3,3,2015-12-31,,,,,
3342,3342,3342,3342,3343,4.0,4.0,2.0,2015-12-31,58,Travel_Frequently,Sales,9,2,Technical Degree,1,Male,1,Sales Executive,Divorced,21530,9.0,Y,11,8,0,3.0,3,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
3343,3343,3343,3343,3344,1.0,2.0,4.0,2015-12-31,43,Travel_Rarely,Sales,7,4,Marketing,1,Male,2,Sales Executive,Divorced,48760,4.0,Y,16,8,2,4.0,4,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
3344,3344,3344,3344,3345,3.0,3.0,2.0,2015-12-31,20,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Sales Executive,Single,93960,1.0,Y,12,8,0,2.0,6,2,0,2,2015-12-31,1,3,2015-12-31,,,,,
3345,3345,3345,3345,3346,4.0,4.0,2.0,2015-12-31,21,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,104000,1.0,Y,13,8,1,1.0,2,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
3346,3346,3346,3346,3347,3.0,4.0,2.0,2015-12-31,36,Travel_Rarely,Research & Development,26,4,Medical,1,Male,1,Laboratory Technician,Married,84740,0.0,Y,14,8,0,17.0,3,16,4,11,2015-12-31,3,3,2015-12-31,,,,,
3347,3347,3347,3347,3348,4.0,4.0,2.0,2015-12-31,47,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,2,Manufacturing Director,Single,99810,1.0,Y,21,8,1,3.0,3,3,1,2,2015-12-31,3,4,2015-12-31,,,,,
3348,3348,3348,3348,3349,2.0,3.0,4.0,2015-12-31,22,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Laboratory Technician,Married,124900,0.0,Y,13,8,0,4.0,3,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
3349,3349,3349,3349,3350,2.0,4.0,2.0,2015-12-31,41,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,2,Sales Executive,Divorced,26570,4.0,Y,11,8,0,10.0,3,7,1,0,2015-12-31,4,3,2015-12-31,,,,,
3350,3350,3350,3350,3351,3.0,3.0,3.0,2015-12-31,28,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,3,Manager,Divorced,135910,5.0,Y,20,8,1,6.0,2,2,2,2,2015-12-31,3,4,2015-12-31,,,,,
3351,3351,3351,3351,3352,4.0,1.0,1.0,2015-12-31,39,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,4,Human Resources,Married,66960,7.0,Y,11,8,0,8.0,3,2,2,2,2015-12-31,3,3,2015-12-31,,,,,
3352,3352,3352,3352,3353,2.0,3.0,3.0,2015-12-31,27,Travel_Rarely,Research & Development,1,3,Medical,1,Male,1,Research Scientist,Single,20580,1.0,Y,14,8,1,1.0,5,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
3353,3353,3353,3353,3354,2.0,2.0,3.0,2015-12-31,34,Travel_Rarely,Research & Development,12,2,Technical Degree,1,Male,2,Human Resources,Divorced,88650,1.0,Y,11,8,1,1.0,0,1,1,0,2015-12-31,3,3,2015-12-31,,,,,
3354,3354,3354,3354,3355,3.0,3.0,3.0,2015-12-31,42,Travel_Rarely,Sales,11,1,Technical Degree,1,Male,2,Human Resources,Single,59400,7.0,Y,16,8,0,10.0,2,5,0,3,2015-12-31,2,3,2015-12-31,,,,,
3355,3355,3355,3355,3356,3.0,1.0,3.0,2015-12-31,33,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,Sales Executive,Single,59140,3.0,Y,16,8,1,6.0,4,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
3356,3356,3356,3356,3357,3.0,2.0,3.0,2015-12-31,58,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,6,0,4,2015-12-31,3,4,2015-12-31,,,,,
3357,3357,3357,3357,3358,2.0,3.0,4.0,2015-12-31,31,Travel_Rarely,Sales,1,3,Life Sciences,1,Female,1,Sales Representative,Married,121850,3.0,Y,14,8,0,13.0,2,7,5,2,2015-12-31,3,3,2015-12-31,,,,,
3358,3358,3358,3358,3359,4.0,4.0,1.0,2015-12-31,35,Travel_Rarely,Research & Development,2,1,Life Sciences,1,Male,3,Healthcare Representative,Married,106090,1.0,Y,22,8,0,10.0,3,10,0,7,2015-12-31,3,4,2015-12-31,,,,,
3359,3359,3359,3359,3360,1.0,2.0,2.0,2015-12-31,49,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,Sales Executive,Married,43450,4.0,Y,15,8,0,29.0,3,26,1,7,2015-12-31,2,3,2015-12-31,,,,,
3360,3360,3360,3360,3361,4.0,3.0,2.0,2015-12-31,48,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Married,21770,4.0,Y,18,8,0,13.0,4,0,0,0,2015-12-31,3,3,2015-12-31,,,,,
3361,3361,3361,3361,3362,4.0,3.0,2.0,2015-12-31,31,Non-Travel,Research & Development,1,2,Technical Degree,1,Female,2,Sales Executive,Married,27930,1.0,Y,16,8,0,9.0,4,9,0,0,2015-12-31,3,3,2015-12-31,,,,,
3362,3362,3362,3362,3363,2.0,4.0,3.0,2015-12-31,36,Travel_Rarely,Human Resources,2,4,Technical Degree,1,Male,1,Sales Executive,Single,79180,2.0,Y,12,8,2,8.0,3,6,0,1,2015-12-31,2,3,2015-12-31,,,,,
3363,3363,3363,3363,3364,4.0,1.0,3.0,2015-12-31,38,Travel_Rarely,Sales,6,3,Other,1,Male,2,Sales Executive,Married,87890,1.0,Y,11,8,3,15.0,4,15,5,11,2015-12-31,3,3,2015-12-31,,,,,
3364,3364,3364,3364,3365,3.0,2.0,3.0,2015-12-31,32,Non-Travel,Sales,18,3,Marketing,1,Male,1,Laboratory Technician,Married,23890,6.0,Y,12,8,1,5.0,4,3,0,2,2015-12-31,2,3,2015-12-31,,,,,
3365,3365,3365,3365,3366,3.0,2.0,3.0,2015-12-31,25,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1.0,Y,15,8,1,1.0,3,1,0,0,2015-12-31,2,3,2015-12-31,,,,,
3366,3366,3366,3366,3367,1.0,2.0,2.0,2015-12-31,40,Travel_Rarely,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Divorced,192320,2.0,Y,14,8,1,11.0,3,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
3367,3367,3367,3367,3368,3.0,1.0,3.0,2015-12-31,26,Travel_Frequently,Sales,11,3,Marketing,1,Male,2,Healthcare Representative,Single,22670,1.0,Y,19,8,3,7.0,2,7,0,7,2015-12-31,2,3,2015-12-31,,,,,
3368,3368,3368,3368,3369,4.0,1.0,3.0,2015-12-31,41,Travel_Rarely,Research & Development,1,4,Medical,1,Male,1,Research Scientist,Single,195170,2.0,Y,13,8,0,20.0,5,18,2,17,2015-12-31,3,3,2015-12-31,,,,,
3369,3369,3369,3369,3370,3.0,3.0,3.0,2015-12-31,36,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Female,2,Healthcare Representative,Single,24360,4.0,Y,13,8,0,16.0,3,11,3,9,2015-12-31,1,3,2015-12-31,,,,,
3370,3370,3370,3370,3371,4.0,2.0,4.0,2015-12-31,19,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,160640,1.0,Y,15,8,1,1.0,3,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
3371,3371,3371,3371,3372,1.0,1.0,3.0,2015-12-31,20,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,3,Laboratory Technician,Single,27070,1.0,Y,11,8,0,1.0,2,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
3372,3372,3372,3372,3373,4.0,4.0,1.0,2015-12-31,31,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,4,Research Director,Married,190680,0.0,Y,12,8,0,10.0,1,9,8,5,2015-12-31,3,3,2015-12-31,,,,,
3373,3373,3373,3373,3374,4.0,2.0,3.0,2015-12-31,40,Travel_Frequently,Sales,1,3,Marketing,1,Male,1,Research Scientist,Divorced,39310,8.0,Y,19,8,0,3.0,2,1,0,0,2015-12-31,2,3,2015-12-31,,,,,
3374,3374,3374,3374,3375,3.0,1.0,4.0,2015-12-31,32,Travel_Rarely,Research & Development,24,3,Life Sciences,1,Male,4,Laboratory Technician,Married,37300,1.0,Y,25,8,1,8.0,4,8,6,3,2015-12-31,3,4,2015-12-31,,,,,
3375,3375,3375,3375,3376,3.0,4.0,3.0,2015-12-31,36,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Sales Executive,Married,22320,1.0,Y,12,8,1,16.0,2,16,3,7,2015-12-31,3,3,2015-12-31,,,,,
3376,3376,3376,3376,3377,2.0,4.0,3.0,2015-12-31,33,Travel_Rarely,Research & Development,1,4,Medical,1,Female,4,Manufacturing Director,Single,44650,0.0,Y,13,8,0,6.0,3,5,1,4,2015-12-31,3,3,2015-12-31,,,,,
3377,3377,3377,3377,3378,1.0,3.0,1.0,2015-12-31,37,Travel_Rarely,Sales,10,4,Marketing,1,Female,3,Human Resources,Married,30720,5.0,Y,14,8,0,17.0,3,14,11,7,2015-12-31,2,3,2015-12-31,,,,,
3378,3378,3378,3378,3379,3.0,2.0,2.0,2015-12-31,45,Non-Travel,Research & Development,8,1,Life Sciences,1,Male,2,Sales Executive,Married,33190,1.0,Y,12,8,1,9.0,3,9,0,8,2015-12-31,3,3,2015-12-31,,,,,
3379,3379,3379,3379,3380,3.0,4.0,3.0,2015-12-31,29,Travel_Frequently,Research & Development,29,1,Life Sciences,1,Male,1,Sales Representative,Married,192020,1.0,Y,12,8,0,3.0,5,3,0,2,2015-12-31,3,3,2015-12-31,,,,,
3380,3380,3380,3380,3381,3.0,3.0,3.0,2015-12-31,35,Travel_Rarely,Human Resources,1,3,Human Resources,1,Male,3,Laboratory Technician,Married,136750,1.0,Y,15,8,3,5.0,5,5,1,0,2015-12-31,2,3,2015-12-31,,,,,
3381,3381,3381,3381,3382,4.0,4.0,2.0,2015-12-31,52,Travel_Rarely,Research & Development,5,4,Other,1,Male,1,Laboratory Technician,Married,29110,2.0,Y,17,8,2,26.0,3,9,7,8,2015-12-31,3,3,2015-12-31,,,,,
3382,3382,3382,3382,3383,4.0,3.0,3.0,2015-12-31,58,Travel_Rarely,Sales,9,2,Medical,1,Female,4,Sales Executive,Single,59570,4.0,Y,14,8,1,7.0,2,1,0,0,2015-12-31,1,3,2015-12-31,,,,,
3383,3383,3383,3383,3384,3.0,3.0,4.0,2015-12-31,53,Travel_Rarely,Research & Development,9,3,Technical Degree,1,Male,1,Manager,Divorced,39200,6.0,Y,16,8,1,22.0,3,17,15,2,2015-12-31,3,3,2015-12-31,,,,,
3384,3384,3384,3384,3385,3.0,3.0,4.0,2015-12-31,30,Travel_Rarely,Sales,3,4,Marketing,1,Male,1,Sales Executive,Divorced,64340,5.0,Y,14,8,1,10.0,3,8,7,7,2015-12-31,2,3,2015-12-31,,,,,
3385,3385,3385,3385,3386,3.0,4.0,3.0,2015-12-31,38,Non-Travel,Sales,4,3,Life Sciences,1,Male,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,5,1,3,2015-12-31,3,4,2015-12-31,,,,,
3386,3386,3386,3386,3387,4.0,4.0,3.0,2015-12-31,35,Travel_Rarely,Sales,1,2,Life Sciences,1,Female,2,Healthcare Representative,Divorced,109380,6.0,Y,14,8,2,12.0,2,10,0,8,2015-12-31,1,3,2015-12-31,,,,,
3387,3387,3387,3387,3388,3.0,3.0,3.0,2015-12-31,39,Travel_Rarely,Sales,1,1,Marketing,1,Male,2,Research Scientist,Single,23400,0.0,Y,11,8,1,9.0,2,8,0,7,2015-12-31,2,3,2015-12-31,,,,,
3388,3388,3388,3388,3389,2.0,2.0,2.0,2015-12-31,40,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Single,65450,4.0,Y,15,8,0,22.0,2,1,0,0,2015-12-31,3,3,2015-12-31,,,,,
3389,3389,3389,3389,3390,3.0,3.0,4.0,2015-12-31,47,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,3,Sales Executive,Divorced,69310,1.0,Y,11,8,0,20.0,3,19,2,7,2015-12-31,3,3,2015-12-31,,,,,
3390,3390,3390,3390,3391,1.0,4.0,3.0,2015-12-31,36,Non-Travel,Sales,28,1,Life Sciences,1,Male,2,Research Scientist,Divorced,48980,4.0,Y,13,8,1,12.0,3,7,0,7,2015-12-31,3,3,2015-12-31,,,,,
3391,3391,3391,3391,3392,3.0,1.0,3.0,2015-12-31,31,Non-Travel,Research & Development,28,4,Medical,1,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2,2015-12-31,3,4,2015-12-31,,,,,
3392,3392,3392,3392,3393,4.0,3.0,3.0,2015-12-31,33,Non-Travel,Sales,15,3,Other,1,Male,4,Research Director,Single,194360,1.0,Y,19,8,2,10.0,4,10,6,0,2015-12-31,3,3,2015-12-31,,,,,
